Manufacturer,Model,Category,Fuel type,Gear box type,Drive wheels,Doors,Wheel,Color,Leather interior,Manufacturer_cleaned,Model_cleaned,Category_cleaned,Fuel type_cleaned,Gear box type_cleaned,Drive wheels_cleaned,Doors_cleaned,Wheel_cleaned,Color_cleaned,Leather interior_cleaned,Manufacturer_scaled,Model_scaled,Category_scaled,Fuel type_scaled,Gear box type_scaled,Drive wheels_scaled,Doors_scaled,Wheel_scaled,Color_scaled,Leather interior_scaled,Levy,Prod. year,Engine volume,Mileage,Cylinders,Airbags,Levy_cleaned,Prod. year_cleaned,Engine volume_cleaned,isTurbo,Mileage_cleaned,Cylinders_cleaned,Airbags_cleaned,Levy_scaled,Prod. year_scaled,Engine volume_scaled,Mileage_scaled,Cylinders_scaled,Airbags_scaled,Price
MERCEDES-BENZ,E 300,Sedan,Petrol,Automatic,Rear,04-May,Left wheel,Black,Yes,MERCEDES-BENZ,E 300,SEDAN,PETROL,AUTOMATIC,REAR,4,LEFT WHEEL,BLACK,YES,18318.5683697,17334.9964286,14159.5858168,17162.3155529,16011.0486705,17448.8573494,17089.9312887,20737.4846683,18086.8626653,18478.9556784,1017,2017,2,1600 km,4.0000000,12,1017,2017,2.0000000,0,1600,4.0000000,12,0.0868192,0.9629630,0.1000000,0.0000007,0.2000000,0.7500000,392
AUDI,Q5,Jeep,Petrol,Tiptronic,4x4,04-May,Left wheel,White,Yes,AUDI,Q5,JEEP,PETROL,TIPTRONIC,4X4,4,LEFT WHEEL,WHITE,YES,13145.2028426,18770.7523400,23520.2505712,17162.3155529,25387.1017835,18911.5534039,17089.9312887,20737.4846683,18498.8401849,18478.9556784,639,2014,2,87000 km,1.0000000,12,639,2014,2.0000000,0,87000,1.0000000,12,0.0545501,0.9259259,0.1000000,0.0000405,0.0000000,0.7500000,38500
MERCEDES-BENZ,C 180,Coupe,Petrol,Manual,Rear,02-Mar,Left wheel,Blue,No,MERCEDES-BENZ,C 180,COUPE,PETROL,MANUAL,REAR,2,LEFT WHEEL,BLUE,NO,18318.5683697,11882.0491314,21840.5164177,17162.3155529,39404.6623373,17448.8573494,85611.0594215,20737.4846683,51432.4322560,23533.4518021,-,2001,2,260000 km,4.0000000,0,0,2001,2.0000000,0,260000,4.0000000,0,0.0000000,0.7654321,0.1000000,0.0001211,0.2000000,0.0000000,8781
NISSAN,Juke,Jeep,Petrol,Automatic,4x4,04-May,Left wheel,Black,Yes,NISSAN,JUKE,JEEP,PETROL,AUTOMATIC,4X4,4,LEFT WHEEL,BLACK,YES,10207.3300496,12268.5433848,23520.2505712,17162.3155529,16011.0486705,18911.5534039,17089.9312887,20737.4846683,18086.8626653,18478.9556784,629,2015,1.6,87112 km,4.0000000,0,629,2015,1.6000000,0,87112,4.0000000,0,0.0536964,0.9382716,0.0800000,0.0000406,0.2000000,0.0000000,1411
BMW,535,Sedan,Petrol,Automatic,Rear,04-May,Left wheel,Black,Yes,BMW,535,SEDAN,PETROL,AUTOMATIC,REAR,4,LEFT WHEEL,BLACK,YES,21076.6479150,28172.7171628,14159.5858168,17162.3155529,16011.0486705,17448.8573494,17089.9312887,20737.4846683,18086.8626653,18478.9556784,919,2012,3,204318 km,6.0000000,12,919,2012,3.0000000,0,204318,6.0000000,12,0.0784531,0.9012346,0.1500000,0.0000951,0.3333333,0.7500000,392
CHEVROLET,Cruze LT,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Red,No,CHEVROLET,CRUZE LT,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,RED,NO,15631.2040472,17818.2535716,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,13860.8704964,23533.4518021,781,2018,1.4 Turbo,22000 km,4.0000000,6,781,2018,1.4000000,1,22000,4.0000000,6,0.0666724,0.9753086,0.0700000,0.0000102,0.2000000,0.3750000,23521
FORD,Fusion,Sedan,Petrol,Tiptronic,Front,04-May,Left wheel,Silver,No,FORD,FUSION,SEDAN,PETROL,TIPTRONIC,FRONT,4,LEFT WHEEL,SILVER,NO,16689.1262008,10644.3226610,14159.5858168,17162.3155529,25387.1017835,20599.3767854,17089.9312887,20737.4846683,15333.5653059,23533.4518021,530,2013,1.6 Turbo,83000 km,4.0000000,8,530,2013,1.6000000,1,83000,4.0000000,8,0.0452450,0.9135802,0.0800000,0.0000386,0.2000000,0.5000000,16935
TOYOTA,VOXY,Minivan,Petrol,Automatic,Front,04-May,Right-hand drive,Black,Yes,TOYOTA,VOXY,MINIVAN,PETROL,AUTOMATIC,FRONT,4,RIGHT-HAND DRIVE,BLACK,YES,14378.2583811,12441.2770410,21139.4158882,17162.3155529,16011.0486705,20599.3767854,17089.9312887,8945.6475385,18086.8626653,18478.9556784,-,2007,2.4,170000 km,4.0000000,6,0,2007,2.4000000,0,170000,4.0000000,6,0.0000000,0.8395062,0.1200000,0.0000792,0.2000000,0.3750000,10349
NISSAN,Juke,Jeep,Petrol,Automatic,Front,04-May,Left wheel,Black,Yes,NISSAN,JUKE,JEEP,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,YES,10207.3300496,12268.5433848,23520.2505712,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,530,2013,1.6,312118 km,4.0000000,0,530,2013,1.6000000,0,312118,4.0000000,0,0.0452450,0.9135802,0.0800000,0.0001453,0.2000000,0.0000000,7213
MERCEDES-BENZ,A 160,Sedan,Petrol,Tiptronic,Front,04-May,Left wheel,Black,No,MERCEDES-BENZ,A 160,SEDAN,PETROL,TIPTRONIC,FRONT,4,LEFT WHEEL,BLACK,NO,18318.5683697,16621.4475277,14159.5858168,17162.3155529,25387.1017835,20599.3767854,17089.9312887,20737.4846683,18086.8626653,23533.4518021,-,2004,1.6,130000 km,4.0000000,6,0,2004,1.6000000,0,130000,4.0000000,6,0.0000000,0.8024691,0.0800000,0.0000605,0.2000000,0.3750000,5331
HYUNDAI,Tucson,Jeep,Diesel,Automatic,Front,04-May,Left wheel,Grey,Yes,HYUNDAI,TUCSON,JEEP,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,GREY,YES,21956.5739967,30227.4491721,23520.2505712,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,19423.6326880,18478.9556784,640,2013,2,200279 km,4.0000000,4,640,2013,2.0000000,0,200279,4.0000000,4,0.0546355,0.9135802,0.1000000,0.0000933,0.2000000,0.2500000,20526
HYUNDAI,Sonata,Sedan,LPG,Automatic,Front,04-May,Left wheel,Orange,Yes,HYUNDAI,SONATA,SEDAN,LPG,AUTOMATIC,FRONT,4,LEFT WHEEL,ORANGE,YES,21956.5739967,13621.9359885,14159.5858168,13617.4413579,16011.0486705,20599.3767854,17089.9312887,20737.4846683,14132.4263301,18478.9556784,765,2015,2,719847 km,4.0000000,4,765,2015,2.0000000,0,719847,4.0000000,4,0.0653065,0.9382716,0.1000000,0.0003352,0.2000000,0.2500000,9722
HYUNDAI,H1,Minivan,Diesel,Automatic,Front,04-May,Left wheel,Silver,Yes,HYUNDAI,H1,MINIVAN,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,SILVER,YES,21956.5739967,29101.7545057,21139.4158882,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,15333.5653059,18478.9556784,777,2014,2.5,154672 km,4.0000000,4,777,2014,2.5000000,0,154672,4.0000000,4,0.0663309,0.9259259,0.1250000,0.0000720,0.2000000,0.2500000,34657
HYUNDAI,H1,Minivan,Diesel,Automatic,Front,04-May,Left wheel,Black,Yes,HYUNDAI,H1,MINIVAN,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,YES,21956.5739967,29101.7545057,21139.4158882,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,1091,2016,2.5,110969 km,4.0000000,4,1091,2016,2.5000000,0,110969,4.0000000,4,0.0931364,0.9506173,0.1250000,0.0000517,0.2000000,0.2500000,36564
TOYOTA,Camry,Sedan,Hybrid,Automatic,Front,04-May,Left wheel,White,Yes,TOYOTA,CAMRY,SEDAN,HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,14378.2583811,12742.1087257,14159.5858168,10903.2491977,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,779,2013,2.5,225510 km,4.0000000,12,779,2013,2.5000000,0,225510,4.0000000,12,0.0665016,0.9135802,0.1250000,0.0001050,0.2000000,0.7500000,314
TOYOTA,Vitz,Hatchback,Petrol,Manual,Front,04-May,Right-hand drive,Sky blue,No,TOYOTA,VITZ,HATCHBACK,PETROL,MANUAL,FRONT,4,RIGHT-HAND DRIVE,SKY BLUE,NO,14378.2583811,11531.2337586,11346.8436235,17162.3155529,39404.6623373,20599.3767854,17089.9312887,8945.6475385,15339.6259694,23533.4518021,-,2001,1.5,210000 km,4.0000000,3,0,2001,1.5000000,0,210000,4.0000000,3,0.0000000,0.7654321,0.0750000,0.0000978,0.2000000,0.1875000,5488
HYUNDAI,H1,Universal,Diesel,Automatic,Front,04-May,Left wheel,Silver,Yes,HYUNDAI,H1,UNIVERSAL,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,SILVER,YES,21956.5739967,29101.7545057,22215.4061199,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,15333.5653059,18478.9556784,934,2015,2.5,148105 km,4.0000000,4,934,2015,2.5000000,0,148105,4.0000000,4,0.0797337,0.9382716,0.1250000,0.0000690,0.2000000,0.2500000,30063
CHEVROLET,Captiva,Jeep,Diesel,Automatic,Front,04-May,Left wheel,Silver,Yes,CHEVROLET,CAPTIVA,JEEP,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,SILVER,YES,15631.2040472,18327.8893718,23520.2505712,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,15333.5653059,18478.9556784,769,2011,2.2,255456 km,4.0000000,4,769,2011,2.2000000,0,255456,4.0000000,4,0.0656479,0.8888889,0.1100000,0.0001190,0.2000000,0.2500000,15800
HYUNDAI,H1,Universal,Diesel,Automatic,Front,04-May,Left wheel,Grey,Yes,HYUNDAI,H1,UNIVERSAL,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,GREY,YES,21956.5739967,29101.7545057,22215.4061199,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,19423.6326880,18478.9556784,1249,2017,2.5,111643 km,4.0000000,4,1249,2017,2.5000000,0,111643,4.0000000,4,0.1066246,0.9629630,0.1250000,0.0000520,0.2000000,0.2500000,43952
TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,Left wheel,White,No,TOYOTA,PRIUS,HATCHBACK,HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,NO,14378.2583811,11460.6154719,11346.8436235,10903.2491977,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,23533.4518021,645,2011,1.8,288000 km,4.0000000,8,645,2011,1.8000000,0,288000,4.0000000,8,0.0550623,0.8888889,0.0900000,0.0001341,0.2000000,0.5000000,14740
FORD,Mustang,Cabriolet,Petrol,Tiptronic,Rear,02-Mar,Left wheel,Silver,Yes,FORD,MUSTANG,CABRIOLET,PETROL,TIPTRONIC,REAR,2,LEFT WHEEL,SILVER,YES,16689.1262008,32977.0805103,24946.7434950,17162.3155529,25387.1017835,17448.8573494,85611.0594215,20737.4846683,15333.5653059,18478.9556784,-,2016,2.3 Turbo,75000 km,4.0000000,6,0,2016,2.3000000,1,75000,4.0000000,6,0.0000000,0.9506173,0.1150000,0.0000349,0.2000000,0.3750000,42337
MERCEDES-BENZ,ML 350,Jeep,Petrol,Automatic,Rear,04-May,Left wheel,White,Yes,MERCEDES-BENZ,ML 350,JEEP,PETROL,AUTOMATIC,REAR,4,LEFT WHEEL,WHITE,YES,18318.5683697,15939.5920151,23520.2505712,17162.3155529,16011.0486705,17448.8573494,17089.9312887,20737.4846683,18498.8401849,18478.9556784,1053,2014,3.5,94362 km,6.0000000,12,1053,2014,3.5000000,0,94362,6.0000000,12,0.0898924,0.9259259,0.1750000,0.0000439,0.3333333,0.7500000,3763
TOYOTA,Prius,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Silver,No,TOYOTA,PRIUS,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,SILVER,NO,14378.2583811,11460.6154719,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,15333.5653059,23533.4518021,-,2012,1.8,175000 km,4.0000000,8,0,2012,1.8000000,0,175000,4.0000000,8,0.0000000,0.9012346,0.0900000,0.0000815,0.2000000,0.5000000,18189
LEXUS,GX 470,Jeep,Petrol,Automatic,4x4,04-May,Left wheel,White,Yes,LEXUS,GX 470,JEEP,PETROL,AUTOMATIC,4X4,4,LEFT WHEEL,WHITE,YES,19295.3661710,20186.1686561,23520.2505712,17162.3155529,16011.0486705,18911.5534039,17089.9312887,20737.4846683,18498.8401849,18478.9556784,2455,2008,4.7,263190 km,8.0000000,0,2455,2008,4.7000000,0,263190,8.0000000,0,0.2095783,0.8518519,0.2350000,0.0001226,0.4666667,0.0000000,862
FORD,Escape,Jeep,Hybrid,Automatic,Front,04-May,Left wheel,White,Yes,FORD,ESCAPE,JEEP,HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,16689.1262008,9893.3384879,23520.2505712,10903.2491977,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,1185,2009,2.5,193614 km,4.0000000,0,1185,2009,2.5000000,0,193614,4.0000000,0,0.1011610,0.8641975,0.1250000,0.0000902,0.2000000,0.0000000,220
TOYOTA,Highlander,Jeep,Hybrid,Automatic,4x4,04-May,Left wheel,White,Yes,TOYOTA,HIGHLANDER,JEEP,HYBRID,AUTOMATIC,4X4,4,LEFT WHEEL,WHITE,YES,14378.2583811,10714.9506463,23520.2505712,10903.2491977,16011.0486705,18911.5534039,17089.9312887,20737.4846683,18498.8401849,18478.9556784,1324,2010,3.3,264877 km,6.0000000,12,1324,2010,3.3000000,0,264877,6.0000000,12,0.1130271,0.8765432,0.1650000,0.0001233,0.3333333,0.7500000,5645
TOYOTA,Yaris,Sedan,Petrol,Automatic,Front,04-May,Left wheel,White,Yes,TOYOTA,YARIS,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,14378.2583811,14930.2727043,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,830,2019,1.5,27656 km,4.0000000,12,830,2019,1.5000000,0,27656,4.0000000,12,0.0708554,0.9876543,0.0750000,0.0000129,0.2000000,0.7500000,7527
HONDA,Civic,Sedan,Hybrid,Automatic,4x4,04-May,Right-hand drive,White,No,HONDA,CIVIC,SEDAN,HYBRID,AUTOMATIC,4X4,4,RIGHT-HAND DRIVE,WHITE,NO,14390.6988168,28015.6520948,14159.5858168,10903.2491977,16011.0486705,18911.5534039,17089.9312887,8945.6475385,18498.8401849,23533.4518021,1187,2014,1.4,16000 km,8.0000000,10,1187,2014,1.4000000,0,16000,8.0000000,10,0.1013317,0.9259259,0.0700000,0.0000075,0.4666667,0.6250000,21953
HONDA,Cr-v,Jeep,Petrol,Automatic,4x4,04-May,Right-hand drive,White,No,HONDA,CR-V,JEEP,PETROL,AUTOMATIC,4X4,4,RIGHT-HAND DRIVE,WHITE,NO,14390.6988168,15328.9941245,23520.2505712,17162.3155529,16011.0486705,18911.5534039,17089.9312887,8945.6475385,18498.8401849,23533.4518021,-,1998,2,0 km,4.0000000,2,0,1998,2.0000000,0,0,4.0000000,2,0.0000000,0.7283951,0.1000000,0.0000000,0.2000000,0.1250000,8154
TOYOTA,Camry,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Black,No,TOYOTA,CAMRY,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,NO,14378.2583811,12742.1087257,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,23533.4518021,781,2012,2.5,195053 km,4.0000000,0,781,2012,2.5000000,0,195053,4.0000000,0,0.0666724,0.9012346,0.1250000,0.0000908,0.2000000,0.0000000,21953
HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Black,Yes,HYUNDAI,ELANTRA,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,YES,21956.5739967,15977.3790731,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,531,2012,1.6,121362 km,4.0000000,4,531,2012,1.6000000,0,121362,4.0000000,4,0.0453304,0.9012346,0.0800000,0.0000565,0.2000000,0.2500000,19121
HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,Left wheel,White,Yes,HYUNDAI,SANTA FE,JEEP,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,21956.5739967,39004.0629882,23520.2505712,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,639,2014,2,69191 km,4.0000000,4,639,2014,2.0000000,0,69191,4.0000000,4,0.0545501,0.9259259,0.1000000,0.0000322,0.2000000,0.2500000,36065
HONDA,FIT,Hatchback,Hybrid,Tiptronic,Front,04-May,Right-hand drive,Green,Yes,HONDA,FIT,HATCHBACK,HYBRID,TIPTRONIC,FRONT,4,RIGHT-HAND DRIVE,GREEN,YES,14390.6988168,11780.7836977,11346.8436235,10903.2491977,25387.1017835,20599.3767854,17089.9312887,8945.6475385,9189.5495385,18478.9556784,1111,2012,1.3,83000 km,4.0000000,12,1111,2012,1.3000000,0,83000,4.0000000,12,0.0948438,0.9012346,0.0650000,0.0000386,0.2000000,0.7500000,8781
CHEVROLET,Cruze,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Black,Yes,CHEVROLET,CRUZE,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,YES,15631.2040472,11885.9585091,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,760,2010,1.8,40772 km,4.0000000,4,760,2010,1.8000000,0,40772,4.0000000,4,0.0648796,0.8765432,0.0900000,0.0000190,0.2000000,0.2500000,6247
CHEVROLET,Orlando,Jeep,Diesel,Automatic,Front,04-May,Left wheel,Grey,Yes,CHEVROLET,ORLANDO,JEEP,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,GREY,YES,15631.2040472,20611.3252791,23520.2505712,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,19423.6326880,18478.9556784,642,2012,2,172000 km,4.0000000,4,642,2012,2.0000000,0,172000,4.0000000,4,0.0548062,0.9012346,0.1000000,0.0000801,0.2000000,0.2500000,16289
BMW,520 Vanos,Sedan,Petrol,Manual,Rear,04-May,Left wheel,Blue,Yes,BMW,520 VANOS,SEDAN,PETROL,MANUAL,REAR,4,LEFT WHEEL,BLUE,YES,21076.6479150,19851.7817860,14159.5858168,17162.3155529,39404.6623373,17448.8573494,17089.9312887,20737.4846683,51432.4322560,18478.9556784,-,1995,2,350000 km,6.0000000,2,0,1995,2.0000000,0,350000,6.0000000,2,0.0000000,0.6913580,0.1000000,0.0001630,0.3333333,0.1250000,2822
SUBARU,Forester,Jeep,Petrol,Automatic,4x4,04-May,Left wheel,Blue,Yes,SUBARU,FORESTER,JEEP,PETROL,AUTOMATIC,4X4,4,LEFT WHEEL,BLUE,YES,10017.6110059,10204.5104854,23520.2505712,17162.3155529,16011.0486705,18911.5534039,17089.9312887,20737.4846683,51432.4322560,18478.9556784,781,2012,2.5,148213 km,4.0000000,0,781,2012,2.5000000,0,148213,4.0000000,0,0.0666724,0.9012346,0.1250000,0.0000690,0.2000000,0.0000000,549
DAEWOO,Lacetti,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Black,Yes,DAEWOO,LACETTI,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,YES,9425.7421429,10000.6296744,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,1095,2008,2,103246 km,4.0000000,4,1095,2008,2.0000000,0,103246,4.0000000,4,0.0934779,0.8518519,0.1000000,0.0000481,0.2000000,0.2500000,6981
HYUNDAI,Elantra,Sedan,Petrol,Tiptronic,Front,04-May,Left wheel,Black,No,HYUNDAI,ELANTRA,SEDAN,PETROL,TIPTRONIC,FRONT,4,LEFT WHEEL,BLACK,NO,21956.5739967,15977.3790731,14159.5858168,17162.3155529,25387.1017835,20599.3767854,17089.9312887,20737.4846683,18086.8626653,23533.4518021,891,2016,2,105394 km,4.0000000,12,891,2016,2.0000000,0,105394,4.0000000,12,0.0760628,0.9506173,0.1000000,0.0000491,0.2000000,0.7500000,27284
BMW,428 Sport Line,Coupe,Petrol,Automatic,Rear,02-Mar,Left wheel,Black,Yes,BMW,428 SPORT LINE,COUPE,PETROL,AUTOMATIC,REAR,2,LEFT WHEEL,BLACK,YES,21076.6479150,19851.7817860,21840.5164177,17162.3155529,16011.0486705,17448.8573494,85611.0594215,20737.4846683,18086.8626653,18478.9556784,-,2013,2.0 Turbo,160000 km,4.0000000,12,0,2013,2.0000000,1,160000,4.0000000,12,0.0000000,0.9135802,0.1000000,0.0000745,0.2000000,0.7500000,32929
NISSAN,Patrol,Jeep,Diesel,Manual,Rear,04-May,Left wheel,Black,No,NISSAN,PATROL,JEEP,DIESEL,MANUAL,REAR,4,LEFT WHEEL,BLACK,NO,10207.3300496,20470.4379873,23520.2505712,36298.9310787,39404.6623373,17448.8573494,17089.9312887,20737.4846683,18086.8626653,23533.4518021,-,1990,2.8 Turbo,333333 km,4.0000000,0,0,1990,2.8000000,1,333333,4.0000000,0,0.0000000,0.6296296,0.1400000,0.0001552,0.2000000,0.0000000,18817
HONDA,Civic,Hatchback,Petrol,Manual,Front,02-Mar,Left wheel,Blue,Yes,HONDA,CIVIC,HATCHBACK,PETROL,MANUAL,FRONT,2,LEFT WHEEL,BLUE,YES,14390.6988168,28015.6520948,11346.8436235,17162.3155529,39404.6623373,20599.3767854,85611.0594215,20737.4846683,51432.4322560,18478.9556784,-,1997,1.4,0 km,4.0000000,6,0,1997,1.4000000,0,0,4.0000000,6,0.0000000,0.7160494,0.0700000,0.0000000,0.2000000,0.3750000,4234
MERCEDES-BENZ,E 320,Sedan,Petrol,Tiptronic,Rear,04-May,Left wheel,Grey,Yes,MERCEDES-BENZ,E 320,SEDAN,PETROL,TIPTRONIC,REAR,4,LEFT WHEEL,GREY,YES,18318.5683697,14348.7632061,14159.5858168,17162.3155529,25387.1017835,17448.8573494,17089.9312887,20737.4846683,19423.6326880,18478.9556784,-,2004,3.2,214000 km,6.0000000,8,0,2004,3.2000000,0,214000,6.0000000,8,0.0000000,0.8024691,0.1600000,0.0000997,0.3333333,0.5000000,15053
HYUNDAI,Genesis,Coupe,Petrol,Automatic,Front,04-May,Left wheel,Black,Yes,HYUNDAI,GENESIS,COUPE,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,YES,21956.5739967,19061.7657281,21840.5164177,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,966,2009,2,123346 km,4.0000000,4,966,2009,2.0000000,0,123346,4.0000000,4,0.0824654,0.8641975,0.1000000,0.0000574,0.2000000,0.2500000,15458
CHEVROLET,Cruze,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Green,Yes,CHEVROLET,CRUZE,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,GREEN,YES,15631.2040472,11885.9585091,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,9189.5495385,18478.9556784,473,2014,1.4,80827 km,4.0000000,12,473,2014,1.4000000,0,80827,4.0000000,12,0.0403790,0.9259259,0.0700000,0.0000376,0.2000000,0.7500000,2901
PORSCHE,911,Coupe,Petrol,Automatic,Rear,02-Mar,Left wheel,Black,Yes,PORSCHE,911,COUPE,PETROL,AUTOMATIC,REAR,2,LEFT WHEEL,BLACK,YES,34886.7823594,30263.5681550,21840.5164177,17162.3155529,16011.0486705,17448.8573494,85611.0594215,20737.4846683,18086.8626653,18478.9556784,1138,2013,3.8,64464 km,6.0000000,12,1138,2013,3.8000000,0,64464,6.0000000,12,0.0971487,0.9135802,0.1900000,0.0000300,0.3333333,0.7500000,706
FORD,Fusion,Sedan,Hybrid,Automatic,Front,04-May,Left wheel,Black,Yes,FORD,FUSION,SEDAN,HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,YES,16689.1262008,10644.3226610,14159.5858168,10903.2491977,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,382,2015,2,91760 km,4.0000000,12,382,2015,2.0000000,0,91760,4.0000000,12,0.0326106,0.9382716,0.1000000,0.0000427,0.2000000,0.7500000,314
LEXUS,GX 460,Jeep,Petrol,Automatic,4x4,04-May,Left wheel,Silver,Yes,LEXUS,GX 460,JEEP,PETROL,AUTOMATIC,4X4,4,LEFT WHEEL,SILVER,YES,19295.3661710,25380.3372408,23520.2505712,17162.3155529,16011.0486705,18911.5534039,17089.9312887,20737.4846683,15333.5653059,18478.9556784,1811,2010,4.6,275240 km,8.0000000,0,1811,2010,4.6000000,0,275240,8.0000000,0,0.1546013,0.8765432,0.2300000,0.0001282,0.4666667,0.0000000,15681
MERCEDES-BENZ,Sprinter,Microbus,Diesel,Manual,Rear,04-May,Left wheel,White,No,MERCEDES-BENZ,SPRINTER,MICROBUS,DIESEL,MANUAL,REAR,4,LEFT WHEEL,WHITE,NO,18318.5683697,24694.4248543,19041.3038388,36298.9310787,39404.6623373,17448.8573494,17089.9312887,20737.4846683,18498.8401849,23533.4518021,-,2004,2.2 Turbo,300000 km,4.0000000,1,0,2004,2.2000000,1,300000,4.0000000,1,0.0000000,0.8024691,0.1100000,0.0001397,0.2000000,0.0625000,26657
TOYOTA,Prius,Hatchback,Petrol,Automatic,Front,04-May,Left wheel,Silver,No,TOYOTA,PRIUS,HATCHBACK,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,SILVER,NO,14378.2583811,11460.6154719,11346.8436235,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,15333.5653059,23533.4518021,988,2007,1.5,318400 km,4.0000000,6,988,2007,1.5000000,0,318400,4.0000000,6,0.0843435,0.8395062,0.0750000,0.0001483,0.2000000,0.3750000,10663
FORD,Focus SE,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Sky blue,No,FORD,FOCUS SE,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,SKY BLUE,NO,16689.1262008,18877.1398354,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,15339.6259694,23533.4518021,765,2015,2,91200 km,4.0000000,10,765,2015,2.0000000,0,91200,4.0000000,10,0.0653065,0.9382716,0.1000000,0.0000425,0.2000000,0.6250000,12858
BMW,X5,Jeep,Diesel,Automatic,4x4,04-May,Left wheel,Black,Yes,BMW,X5,JEEP,DIESEL,AUTOMATIC,4X4,4,LEFT WHEEL,BLACK,YES,21076.6479150,16891.8490893,23520.2505712,36298.9310787,16011.0486705,18911.5534039,17089.9312887,20737.4846683,18086.8626653,18478.9556784,917,2013,3,137802 km,6.0000000,12,917,2013,3.0000000,0,137802,6.0000000,12,0.0782824,0.9135802,0.1500000,0.0000642,0.3333333,0.7500000,1019
